event_date,event_time,event_name,user_pseudo_id,country,city,category,operating_system,browser,source,medium
20260331,2026-03-31 03:27:35.705111 UTC,session_start,389167263.1774927656,Canada,Edmonton,desktop,Windows,,google,organic
20260331,2026-03-31 03:27:35.705111 UTC,page_view,389167263.1774927656,Canada,Edmonton,desktop,Windows,,google,organic
20260331,2026-03-31 00:39:03.653790 UTC,scroll,1388323166.1774917543,China,,desktop,Windows,,(direct),(none)
20260331,2026-03-31 00:39:03.280780 UTC,first_visit,1388323166.1774917543,China,,desktop,Windows,,(direct),(none)
20260331,2026-03-31 00:39:03.280780 UTC,session_start,1388323166.1774917543,China,,desktop,Windows,,(direct),(none)
20260331,2026-03-31 00:39:03.280780 UTC,page_view,1388323166.1774917543,China,,desktop,Windows,,(direct),(none)
20260330,2026-03-30 23:10:30.295013 UTC,user_engagement,2031391325.1774912207,Greenland,Nuuk,mobile,iOS,,google,organic
20260330,2026-03-30 23:10:07.390112 UTC,first_visit,2031391325.1774912207,Greenland,Nuuk,mobile,iOS,,google,organic
20260330,2026-03-30 23:10:07.390112 UTC,session_start,2031391325.1774912207,Greenland,Nuuk,mobile,iOS,,google,organic
20260330,2026-03-30 23:10:07.390112 UTC,page_view,2031391325.1774912207,Greenland,Nuuk,mobile,iOS,,google,organic
20260330,2026-03-30 16:21:38.765594 UTC,scroll,1395885227.1764958169,United States,Addison,desktop,Macintosh,,(direct),(none)
20260330,2026-03-30 16:21:33.769932 UTC,session_start,1395885227.1764958169,United States,Addison,desktop,Macintosh,,(direct),(none)
20260330,2026-03-30 16:21:33.769932 UTC,page_view,1395885227.1764958169,United States,Addison,desktop,Macintosh,,(direct),(none)
20260330,2026-03-30 10:52:25.988867 UTC,first_visit,740008531.1774867946,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260330,2026-03-30 10:52:25.988867 UTC,session_start,740008531.1774867946,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260330,2026-03-30 10:52:25.988867 UTC,page_view,740008531.1774867946,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260328,2026-03-28 03:11:38.473847 UTC,user_engagement,1479884787.1774667497,China,,desktop,Windows,,(direct),(none)
20260328,2026-03-28 03:11:37.577361 UTC,first_visit,1479884787.1774667497,China,,desktop,Windows,,(direct),(none)
20260328,2026-03-28 03:11:37.577361 UTC,session_start,1479884787.1774667497,China,,desktop,Windows,,(direct),(none)
20260328,2026-03-28 03:11:37.577361 UTC,page_view,1479884787.1774667497,China,,desktop,Windows,,(direct),(none)
20260327,2026-03-27 16:21:59.106082 UTC,user_engagement,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:21:29.876895 UTC,scroll,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:21:25.111965 UTC,page_view,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:21:11.602316 UTC,scroll,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:21:06.602205 UTC,page_view,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:21:06.120851 UTC,user_engagement,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:20:48.786813 UTC,scroll,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:20:43.973812 UTC,first_visit,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:20:43.973812 UTC,session_start,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 16:20:43.973812 UTC,page_view,665223917.1774628444,,,desktop,Linux,,(direct),(none)
20260327,2026-03-27 01:41:54.596666 UTC,first_visit,1272011149.1774575715,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260327,2026-03-27 01:41:54.596666 UTC,session_start,1272011149.1774575715,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260327,2026-03-27 01:41:54.596666 UTC,page_view,1272011149.1774575715,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260327,2026-03-27 00:39:55.836592 UTC,first_visit,1179836368.1774571996,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260327,2026-03-27 00:39:55.836592 UTC,session_start,1179836368.1774571996,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260327,2026-03-27 00:39:55.836592 UTC,page_view,1179836368.1774571996,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 21:30:14.564223 UTC,first_visit,1314660864.1774560614,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 21:30:14.564223 UTC,session_start,1314660864.1774560614,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 21:30:14.564223 UTC,page_view,1314660864.1774560614,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 20:40:40.909059 UTC,first_visit,1853528403.1774557641,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 20:40:40.909059 UTC,session_start,1853528403.1774557641,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 20:40:40.909059 UTC,page_view,1853528403.1774557641,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 19:43:38.399942 UTC,first_visit,1045777846.1774554218,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 19:43:38.399942 UTC,session_start,1045777846.1774554218,Singapore,Singapore,desktop,Windows,,(direct),(none)
20260326,2026-03-26 19:43:38.399942 UTC,page_view,1045777846.1774554218,Singapore,Singapore,desktop,Windows,,(direct),(none)
